timestamp,value,total value,out_address,transaction
1603570586,18403,109783,1M1KFjhuz6kGawM8qKVTEtLDAVMdMMGpFA,0c594c2e020a2babc93fe67baf3b87d3e632f519fcd3795db0f91fd24fab127c
1603570768,18276,18276,1A83vx3WDfxnx5cuHUuK1gEEZkexGAruHL,946fc49be943b0900490048d594378b5c2a5c061deb42c34270458954ee13c7c
1603573048,18716,618716,1GPfXJ1RVwDKzXkUsgWqjTAERUCyYqiSni,5f8806ec668433b996c0a0da9733ddac41e3e906173ad418a14a75637fe020cd
1603578101,18437,4143497,13Uuc25fQZhYTQ5oRTW3md8FT2dAyK1htS,d2b8d2f38ca62ffdbf76c6b0d8060838ce5e84f332e030d38d627e17429defd0
1603570985,17956,94052,19TVnfP93AaaBDyATzZeFv5TfsSmjNvN83,fe7c0c5f333ff3f3ab24a0d9514616e31582cdb930d5634fdf9a591f91c74b60
1603574415,17190,704776,12RgpkTeEXJJqjqx3ejKtCTdgoVSx8V4nq,ddd24351b20c79866c128e51d04b6ca245f99e5489ec326d873cae4a108c08d4
1603575407,17362,2304112,1EMnCaKmTbAQ8LjGvW4UxXsUAy2ay4y5jx,c992acaaba3bad803e292fbddc84d953b6541c98032f5a32a1866449991edcb5
1603568860,17100,18100,1KQ952VEpJa3okpDenUzy8winaMVjePFq,3cf5cb83910b409755c48c7f7cbdc31de99eb98bd89aeeddc245bdd9cbc11058
1603578330,18112,438301,18PziJTXt7uEFY87L3o8VSSD5z68L8Nnnk,ca3985ee7f7bad4c0438546e592e76ddf89b7f8fc5da050ff4f056900c1c9d96
1603569755,18541,462260,bc1q6mfhqmg838773qwgxskdxevckecgdu5y4g2h9d,43942bb797dfc2a20fca8ea8184a2a5ea770bc4a2290b1f6f18da4ae7a856b65
1603576014,17400,1739283,19QJseEku5bJ64CyLfp9u5Xmghtx4dAZ2P,192c3058108fcb23cba5c7c6f0c3ca431662883909030513d8f4b6397778ed4e
1603569086,17237,5353171,1CHwWEfVh22b1j7rzKJPFgVdszsDrLPYxt,82ae97d1ed7e9c4284cb44f704256303751d66deea751b2c9b024cc24c1b4db1
1603574906,18163,248923,1LFpPZEyzWTiyn8Js6eZ6PakCboBjgukuX,53f564236159d84e771ffaaea371b37be77a5dcb3bae93044f1bf6b3ddaa39c2
1603578993,17323,32595,1Lcta5RbxqpqgNBWSP7b9QnnofdMvHBsUw,328c0b01bb8c90f0fba9e31e7d7f4ed69fe7fc6f4052ab365d814f500279b3f5
1603573466,17534,169898,1HZENmyzhDHJF116VbenhLC3CqBQWaaecV,b5e55a40a814e59b198c3a6045830bce7eb6cda2236e50ffa87d0a5f4ecc51a2
1603570080,17440,207940,19f3tAX7PPZi1z6KDaCYG2nqmH7KVpckei,f83330c8ee1d503c5a0376d88bd64f91e455aa4ebcd4aac3cfaab1d7aef2e57d
1603569765,17154,1992287,1MURFdc4mC2xxXdhQsaL7AdpcwyvdZf3Bk,584b81ef17e512e43b75231b73c437a0fd61e2f8c249a328662ecc8fb6f778f2
1603578844,18110,937084,1F7vNpCHo7jMeiwM4QdS3fmoBm8VaDfxNC,184b605c559f035b83142137fd3d59510d126c7ff0353895c8ca0a4200526bfd
1603569102,18504,323096,1iMdXkfJpvA7Z3qYnSFkeiMKy3fyCAKLj,3063ce13b9eb91b458282c839a9fb5c7544e38881f52269a7ab582cf54cac0db
1603575027,17796,741204,15DZshbx67wd4Rg1ubErAWeBe2EEZoLEPA,50d8f60792e5242843fc4647b56ca073471727297f0bdccade707672e56ba8b2
1603571588,18101,13492214,13XKG99NzCiZ5BA3vj4bancamQVgz7mEv6,e83214662229c868a26e4f33dfaa3f8b9f37908fca33416360a87df7758e6840
1603572763,17840,2287340,1NrV38XJ1vvJVwJdxL97Jv7DawtY9apHoj,021ce2cfc3db61e228ce854e9bd6dc591df73a4f7553e6ab6c636b030464bcce
1603569690,17331,627331,11DUnAcDSrXWXPUJpQMi7ESwP8o2Xiiby,7c8eac264af7061c3cf692b14858acb56959cdc8c9fdcb12a0a7e2aa05714e83
1603572188,17417,734261,1HDXpMzkpgwW9XHDQEiiQ9NXYaXM5L9k6P,2c7983aebfe9bb805e732577b865584ac359ee8be3b2c3f11bc437af3f8ad362
1603574796,17026,62686,19qDrjUZNNZgJJm9rvvbT13X8Pahs8fEaV,bacf11fafab6ae1e086ef62d392c92f72c1572be8c53f6f707b321cc3603ac0f
1603570296,17247,93747,1B5RfFx5fbQAdgwgWCVpG6xU48AKswDE6y,fc8e51be6c6c2e18ba6f613d1da33ad0c3e881ba1d435d651b01409fb2a90819
1603569882,18111,232236,3Kbsu1BLJkPV3TAd1ViipPtrBwwxNbuLw1,71587990b648f49287d5be3fa403290248450979fe2a8fd98190b7b1c4688171
1603573916,17387,7644739,1JYNmZk73nmhMz9aKb7ukbRacRFFRP3AdR,6696fa3a8193af1cf06f9b0f506a43945d72d1677b1c6103234d5e4132552cd5
1603579076,18217,112546,1B79FeuWTrzjVCHMZRwgcaHxAWg7y6no3L,e07b6732bff0b4ecef6f48f179ce4538bd994a9932856b5e00ff9d37d4844f34
1603570849,18047,207693,1DDq793YTKdNcENK7KXemxwPbf5o2HgyVn,ded12ccd082ec3dbb1ea4a6565c397f6ffb7f8b3a44ec31550050d861ae1f1cb
1603579486,17382,258388,bc1qem6dwvxrqs4g7e07qyatzynymw9f0fcn9fezau,36fefff74482442fd9ca95a970e660cff2eb5d2da0e1e9ded957a2de5759456e
1603579482,18456,1545880,1D5MqcWjejpRAsXE3dgB6UXRfXjb3SahLL,e09359108c0abbe710041c564e7670d0681d9f0a4040344a10c5832de6e4fafe
1603579520,17048,43998489,1DvdvmD4R8SxPECD2ZqkHNXoVkHtrFmBJM,ca73e7693d2ccb17c3cedc51e6ead24d2585fbd47ab8124ae70c701798847b5d
1603579275,18189,1279165,19Txh64iWQx9Qqoi1xrg2r4RWQiobpbVdC,59fb701654fe727780038edb8bdb8d7af959f66b9b05945ea84ddd5af36af711
1603556131,17575,139943,1FGaX1UmDGEwKx1rC5jDJNVcggKhF3BcLb,3dc812cb96ab336bbf432ecdca142b0268c35a80d28750c012c86ef8340ad088
1603556472,18696,87486,1suJbXEUtBhE1k6C2wACHZqHZLCM5HRp7,1e57e480c2f37cdcc2ec34a2b8de8687f64d6a709a3cb20a6f3bddd67b4feeaa
1603555822,18380,783507,121m626vPDi3uG7CefNxbnGDbPi44mktTX,929a0d204a7b3e0b14b51a5b834141a393d937b0a7b18eef5d525873aaede0c3
1603555599,18433,171413,1E4hnDD2DgP8tKm5DLEK7ZLyjBcaPcW9vj,15cebabb05135b1d92dec8246c90a7530dd3723e863a9eb58d81730f3c1f1a6d
1603569257,17452,1539652,1819xCiFNa2qkWGwk9SEBYnaQ9R1j44FYt,64887c0a2c6300a7ffe6ee5a07a819867b5005d2eb48fede4b345544d833b7a0
1603579506,18348,23029,3AJznbBJPE1CR1B29EGVxRo5LCVuDcY5co,9415320fb2e8797d3accab4d364097050fc0f4fbbe31774dffc2358840c064dc
1603579841,17509,24361821,bc1qzjeq0zsdm97l44t6suk9pl00fu4p0qvvnnxftwqqjfzc4tr2qurqq82h2g,a584c3e1f13d97e41e04c7426be464ced1dad2cb40329113d93956d689b6da9b
1603579767,18134,95734364,122Ang9WF3Tm6UxXiepp2VEwJvn27prnJm,06a10bf4aefed97d72f7117c888e4b6da66387434de4b6ebc3e20ed65a5d18ee
1603579846,17721,432791,3K9tFztoxDxvUjzeDFngGZCEo8TCiLpBbf,626ce0b1a292bcf2f30844d940f5278bb4fbc3d3b98fa65eaebbdfb19982fa04
1603579846,17670,461267,bc1qjsz7d0vzxedytf42kzashxxvrvuuy69arhd4pv,612566169827755eed994c5b8867a208c5e95546bef6ce1db002b963cb6371f6
1603579880,18000,947739991,12H8ychzJhcbSucGAgXY4BP7iALuDeiMnG,fcf0c5aaefec6131a8f7d76778f2562d5ea888eab5e00063c0ed128102b9c944
1603579880,18000,947739991,12Y7qs8VKgBXVZBnRtvbsLmD7oTJAg3exm,fcf0c5aaefec6131a8f7d76778f2562d5ea888eab5e00063c0ed128102b9c944
1603579880,18000,947739991,3DhPbt5xBtEjvG3Ecn6venUmaXhmDW392L,fcf0c5aaefec6131a8f7d76778f2562d5ea888eab5e00063c0ed128102b9c944
1603556158,17253,47845,14kC87TdYHjxy3k65frVv5NFRi7u9zVYh4,70fa4f9934623b07e6cbb3fe8f133c23a019112ee4402021c1fbbd446d9592a8
1603559442,18515,779915,1B3UStA5TfbCmqAzVuZYbZNx9ngPxZMVNk,f0e28a3331c6a8174b4f5de6718c0dec185dfb043bfc1f4d7606961087795d87
1603579703,18948,408575,12jUst6GrqNTv836oUDXDSSTBfKskUWbTZ,b4239600dfa1f36eb6df2e4ef922ae953dd003b517b67f14ff30aabe493a3abd
1603558821,17492,322366,187utLodnjLxBetRvcp7QCuXbLNR3WXHtY,fc4932f59da9415f900d11e597b597a383fae76b6bd850859bccc619a1a6f478
1603569161,17557,7927520,3FNQ8Jzamu156RDxJNM5aBxvapPrixnTGU,cb7b2961999dc94f588f52464ce4c2eb6e11d9b94a08d2f5c6beaab15db6fb89
1603569161,17326,7927520,13SRLFjeWPyJ6t6dzh5zopdKqcXQ2u1xps,cb7b2961999dc94f588f52464ce4c2eb6e11d9b94a08d2f5c6beaab15db6fb89
1603569161,17670,7927520,32KpgRJAzXw3B3WQp2HisCJLmeVWHgvXYn,cb7b2961999dc94f588f52464ce4c2eb6e11d9b94a08d2f5c6beaab15db6fb89
1603569161,18921,7927520,bc1qkepppwukmgc60a4q9qy9m2cftndkwmjgl8a307,cb7b2961999dc94f588f52464ce4c2eb6e11d9b94a08d2f5c6beaab15db6fb89
1603569161,18295,7927520,1CADAPAJY8cBdXjpZJ7ekPUL4JXDq5qy9U,cb7b2961999dc94f588f52464ce4c2eb6e11d9b94a08d2f5c6beaab15db6fb89
1603569161,17954,7927520,12eYxqEFRhHipDMqGxhVMtooiRrCDqwSGQ,cb7b2961999dc94f588f52464ce4c2eb6e11d9b94a08d2f5c6beaab15db6fb89
1603569161,18047,7927520,32tCpyKTipcsv9Uzn4s9cQv73HGz7Etx6s,cb7b2961999dc94f588f52464ce4c2eb6e11d9b94a08d2f5c6beaab15db6fb89
1603555515,17423,475583,1mKdeN5cdbrEDtnu3eAU17fMhKZB7iAZj,9ee20e907d230f74314e54c7eb4f0ebe9d72ee2de8ae2e59218a4d474bd77e96
1603569444,18599,75719,1JDsR1hSu7ZmPbjHUBAJn4xwmTUFRK8Uei,ca82023289dafed2eed7bfab1af0d1dee517476c24ee6a5e5bde5d847d8c8e01
1603558746,18048,56223,1M2FXZQtvRCk6sjxESABiiMkJvuxPjyQsi,c6d0903ab33a84d38ea4a721a9db5d554f212a757bce58883246dd0a59055f3f
1603558876,18894,348894,15KLJ7RkYx6bJXeW7vafjK3koPHNkeefvs,3b32a2198c31d3de8860651513a62d2b6951ef4ac41b962f8277b553ff36b524
1603567490,17339,779839,142vVDZhyKjJZU1HBMSvWHUKBRVqTob4uN,b669fcf940c800b2100dbf63c0f7309bad41e149db50971a9b1128daa878d22b
1603558771,18927,209963,1DVejs7biyKNfr7UMieST7Lpc1Hncgqqr8,02407243490324153b119aadb1cc995afd17b07574642aea2211b70ad85d2303
1603555476,17333,55433,1Ewh6Lnx3fMwdcnE2JE2AfUfXj8zp4fRsH,ed7164f0bbd6a0e4238285120b464be068ecdbc21f40f9daf3b03760445c700c
1603555494,17954,2690887,1BWDziug7hjHP81zbXtJGotSavvu3DEwES,75357601dcab7e800870bc8a01a8862144511e3dd77cad2875a517d9a0887a2a
1603555712,17833,721588,1CNAiyydQ3oF8jKfZozPu4gvCbPJGt9UGQ,a496afdba02fdcbbd328ea61e963c360e9741d6518225d44326f0f3712f0f101
1603579855,17687,407378,14bjbv6WsejpMhHLLMeffNBtASFfNr941i,2f47f10f3706f11a101cb636ff028395c4cfea5a28cc34ad3c506e2202696ccc
1603579814,18353,1905336,3HsyKMjSdT2TcheafV39XxL1Sgin11AVyb,3bce209e925fd9feeea8cef15927c94cd3d97fca65ffe9a65d862f42373f4af4
1603557232,18046,6018046,1KVJ4bDbA32SXiHcMTYhxWHzooLr453L3G,770b1525fa3eef849325e87aa0ceb71d6fe2d0682c83dc96cbf4e54876b29c83
1603555148,18420,64152,139bJKNqkHDbm5GduXacv7npKMXcTY3tRR,7fe2d4c90fc142d00bc0d95b3467fe7c0282d93ffe06caee619748f3b03e3943
1603559951,18296,439102,1EXftYEHz9Mef1mAwFWZziWWLkaUi96z55,8aba53e39f4102b329bb422f8a2e2e9b30eb238f74e1bc0fdd0af63a9ce9b4a7
1603557435,17762,642527,12RkQR62LBowheKr2QUrgYYMnNqrG3Ghst,e8e625394a419a7b5823d31a08b269bf42d965354670ca1b1a1ca7c0165a678a
1603569241,17337,8778119,bc1qjhxfzh7x4tuqvcq34ycds83up0akm884dqlumr,07b82a1affb57ed445c2a1c106cda44ba3fbf479c70b85994bc78bef041f8b74
1603580010,18098,95266,39b3Jg5kGrs41jawJa7Z8GaFrpKki5UKex,0169687951c3141838617616531c3f02719d93ff79f32b194bdbe5d46a9d3956
1603580045,17000,13529000,1HpzB2sEdMAntbLQ2NpqaYAB5qAA86HMXj,a6880f6142809bbc6d8f0806f970a9009b98e56264138a275222b9eed28a4688
1603579966,18447,48188605,3EEJVA9AmKuDHMEUo5dt5KKAWJFYJPMT7u,ddc4fcc082164ef97841fea6879deb49797439612fdd9194edb5e66987f6d9a8
1603579888,17693,661305,1FaWCk4ZshkaYLZW8JwkNWwDtM82zDD2kR,23fed89ac9ea7e0731608cd6cc5505eb8dbc3a606125b73d11f0022788a6880d
1603476278,18896,277425,18prWGy1uuMHR99ocaFZRBWQpGpiJcLe6,b430f557671495c90b416c4c3da60e9351a0499ef2f95a6bc468fe398a8f9168
1603560861,17830,94830,18UeFfTgyJrnztiotUgv6V83C2dRxu4V4K,699d7552da79a252b59e6da5c5afb3f851057041e7c8c7d1448e319c355a19f8
1603555075,18284,3261683,37Vch6JcXeTWteaTQ7QvfXVibRyUoDfy9r,5d7cca6f5fec247b1da2d1b0732e202486b8b16242c0108ee31a0aa81cbcecb6
1603553933,18490,147877,1CzsXpjTYcX5wBnJ9LvJQ4RLgwAr9T1eER,594a168ee26742fa0579cc556dfb149ebe2a6294747ec49b18e8726074a096e6
1603579694,17086,55281,1HcM3uexHiGnKwSkfBg7ytGkLntXhXfnHB,39d5e4c383888f0c279348c756ffcf6fbb0cd417b6a556d25b90651574ab8922
1603555054,18010,20862,3R1zbXYYH7WoLMYPwra1dsXct8nM1deDwW,21a9b8e56bc3f594aa74237e611744b9e940b54356defdff6236c5333d93367c
1603570003,18248,18248,1Lwp3M62nMHXwa5riR6EoVC4oD6KWYLQJX,8a489e3b6ef389b8f4a865f3bda94239ca784ecaa0736775c1cf7b25085f260d
1603572767,18038,18038,1PiTkLRqL5s5d5rej5uk9JNX6RFpF31zYW,ac4414b4c2b55baaaeaeaa41c46b8724551b8c8e03f319776b686e1469c15470
1603564337,18188,18731,bc1qchfh92shf0vv6p68d365u2c8mc4mshnxychv8s,47662f188cf2896f30f49dd127de3a3373295362bc0091de793bc4fbe53c90a5
1603554061,17638,2298885,1PkC1Hm3quAyaupGBa62a1pSdikpbtQNtT,28ffae38c28af7d5b1d1fc9d236acaccc1dbf82036a19c93e3009566407df728
1603580031,18149,120213362,32yDAdqWA7Xeu9hRwpDPbLwrmpxkqVLWyx,f13796f5e3380762515f8125db66f8e042a203ed329d301cb81fac6ee4402bd9
1603580147,17400,200787,bc1q3ksml4yjvm9j084lhh4sz23hy6t04zk2q4y82g,57ab174416a8881a87161989a52ef7b2b0eb9b6a4ddbcd0dd8330236fd665db1
1603580271,18954,8316363,bc1q5dycp7fpne2w25rc4xlmlxe43kc4vyh7qxyag7,1a06a49e95f4c25efdae279356a7f1db48f26b61860f6c483db1e871f1323c3f
1603580154,18100,798100,14yH6BGd86ReJor3L1BXeYrLb3DPK8x1Dq,fdd311d30a700f8adc9dac47ca712d2b022ae3da3f070ee52fe401eef1dcf40d
1603580039,17800,15670800,bc1qay6jffu5307sr9qmplxzd4lpe082cg0hgxm0fx,ab77cba78265ad302092b052b1d4a5ad2ad3349d9ce887f7626990c2d1472cde
1603486332,18700,28700,bc1q4clc8ef34flvqg6sfs26akqywtepkxsnl9vk6m,d3183ec6a7bd1587b704a9e62096987f5f06a36be9b59ebf30c130894bc9cc7a
1603558035,18554,1738174,3PY76XY2gcGEXrtiy8TeQon9oYN3PNid16,3e68702dd5df4af11055f7f07f56bf36ad2a040f373f72d6012cffb5ed413ffd
1603560360,18238,18238,374sSXQqgrx54o8maYAmWqUkE251P4sfvW,40e8e26ec64cc137bdfc4710a60342eab7b2bf1aa048a7cd18ede2a3598dab68
1603553957,18710,8036468,37Pa8iYfDsFq3c4sRJciHu47DX9FJpVBYG,4b3bbfa04b0d340391fe433b09d876bef92fe0a5cf80b448f83e6532a02b3418
1603554729,17848,9871075,38g7iUwGp2aAgN2iRoMsFvNzb3tWuzm6Dz,b0b1476cf18b4fe68f9187e42a2b36e6aa6eb34a9349758776f5b180eda12d15
1603578910,18126,6484951,15mWSd8GTeottHsjSUefzc512d5rsykAnG,6b37d4c193a5c167945ba051f954f4ba1d7e4a28a06dfa925bfa99854ed46b90
1603578910,18996,5853097,3DMrxJKzVppgJxGr88TKjsd5PkmmRXtSEv,783077fbef39568de0b880ad65595cc8081017f49f59f3b9c312c476268dd20e
1603578910,17610,5853097,3M6mCddSVMteTrmEfmJ46f7749hB3boRAi,783077fbef39568de0b880ad65595cc8081017f49f59f3b9c312c476268dd20e
1603578910,17085,4958349,36tscWCW38rkmrMvm1vhjRoPQcj6BDvtfo,9caec1098bbb312c5fb8711c2192f5812482da856715b6666d50794dced1d044
1603578910,18741,4677373,3LSVSsNSh3cjQUc8nAkBGM2kqX9r188wBM,303edacc07af8cdcca667c46d5b3e495f4d2d36cb25d6f4d5cf394411f61f937
1603578910,17028,4677373,1JjADWc4xM2FpRJEKsanr13wT1VmQqH2uA,303edacc07af8cdcca667c46d5b3e495f4d2d36cb25d6f4d5cf394411f61f937
1603578910,17296,4677373,15M1BAwSwJNah1JP7mek6x4eRRLsPxLFvB,303edacc07af8cdcca667c46d5b3e495f4d2d36cb25d6f4d5cf394411f61f937
1603578910,17308,3228556,3GwFbu3sRRxWQRxoXwpq2GRNNVEbvfEf1u,fb5bc6ae54cabb37a5dfcde8c98b1529ca6c24d2443e1c40ad07cc39cbee62f8
1603578910,17503,3956977,1aV5pybNLX6Jg8H45Huw5SBQo1RDDQdub,9ffba62d93d659a67f59b469477b14c9aece7469b7c121b0cfa114187c79ce3b
1603578910,18395,3956977,1Ai9sBskaxrV1yDTsyMfn26zJFcYxQzrdZ,9ffba62d93d659a67f59b469477b14c9aece7469b7c121b0cfa114187c79ce3b
1603578910,18560,3956977,166qcBRbG2iieDbiBr6h7Jc7oYPMpchN4P,9ffba62d93d659a67f59b469477b14c9aece7469b7c121b0cfa114187c79ce3b
1603554310,18313,8590218,1EvVC21Lm4DfZ1qkAh99oyAWLsXXFByMqo,f591d4dabd6144fbf5aebdc5b7fc58b987989808c82c48578d634d27b6acec35
1603525113,17437,756509,3JCpLYR9rXZQCKYabEcBDb5HfBf715x3Uw,162f8a91b29058de1ff83b1bf3ced0af0ce54b39e1aff075a92fd9a5f2a5fa0e
1603580422,18549,1700261,bc1qe5urth6s6vjt8g9h2usvx9u4al0unxm5wqdzaq,9be436415d9340f7a63db55a2ca8dc570113793f5777fe6e13f8c646082af09e
1603580408,18073,2691587,bc1q23y2wgenvs3gqne9zruhzlvv5cpj24xsnlcjrvqn7sz0yc0jvhnqw0qpan,90d4abb4ef800402e6bf95c4797533db3914244fae3fa471b6bfc9c95293dd13
1603580492,17602,2293163,18zUDF8RFmWdW1vv8WCyYGU759JFNDcu5L,f2e25fa29ab5676eab531358c81f38e0ac09f64e3892d64c19fcb83992f4becb
1603516978,18400,13647335,1DbphL7x6C2YdWa8petpwtiwGem27HxX9A,989c67accaf7e578d3a4edfdbbbc2c36622cd020df9f861d48f471e1c402e9ec
1603516978,17000,13647335,3NRev5AHavw8HoExY6D9kL1VaFhrsQvht9,989c67accaf7e578d3a4edfdbbbc2c36622cd020df9f861d48f471e1c402e9ec
1603516978,17020,13647335,1LftSWdceHM9pjFGasp9vo71sjDYMQDiTW,989c67accaf7e578d3a4edfdbbbc2c36622cd020df9f861d48f471e1c402e9ec
1603516978,17792,13647335,3FV3LoVD6YiuNQ8PFJ9sm2vLpdwjvriPKg,989c67accaf7e578d3a4edfdbbbc2c36622cd020df9f861d48f471e1c402e9ec
1603517644,17800,12977407,3PnpB77gzKvFJnSk7dpbQ7usxKz2cvomMb,bba74b3a02da64ea25eff1cc260d88c98a56d69bc792c131b895d6c8b4359a40
1603519018,17476,12296311,33JxrASfuMThudVxkpXngZ7dx99bQkHizz,50b31337114a21cf3358a20b0808c1368a07899259fa6d73294834e10acfc15f
1603519181,17200,11434636,1EKqUU9Gc6GZKuCm12deJBxYFGGf61DQeB,6fdd594e60c44b760bb4cc8473a6fdaa2b28649eba92cb35c7ba200802a2068e
1603519181,18733,11434636,3JgTER1AbQcnDtEQu37Yjb5X2KYoqkY9Dp,6fdd594e60c44b760bb4cc8473a6fdaa2b28649eba92cb35c7ba200802a2068e
1603519213,18958,10747787,13NwRwU87Dwp4pAnY8QrqZQYeywjwef2tN,e1f87f09c56f18e4f189119a3eb097b3a727006db416a40fef0edc6eeae4af34
1603509194,18500,628469,39EPEfpkoSMQuvXY97krNM8F5qRQhc7tcz,899a4459e51a5cc83dcfe98cd4671661dc1b642a25fbda846d925e91a3d02382
1603525113,17633,343868,3FLDe4RddP7rHwdopmS2nSRtDx1Bdh81W7,40ca5f4da4046795de759d9a51e8650976c861cf8b293f74a2f541348dc76b99
1603525113,17028,343868,3BET9KRDVuJR7aYvW1YUuJb4P5Mvwhr4kL,40ca5f4da4046795de759d9a51e8650976c861cf8b293f74a2f541348dc76b99
1603429514,18824,1995488,14VjpMh6NX4bk9xYq2CjVS4HBRcQiveh1K,2b1604faf557cf3c756936f6efc005bbda56bf0cc0288ed944ef1eeab0e049bb
1603429514,17430,1995488,1C4TSfkSgVAZ3eSHEDnp3M7gkcuxWdT1sv,2b1604faf557cf3c756936f6efc005bbda56bf0cc0288ed944ef1eeab0e049bb
1603429514,18245,1995488,3JvqXZnJEBteWNHKmT5uD1Me3qnAXxhSMw,2b1604faf557cf3c756936f6efc005bbda56bf0cc0288ed944ef1eeab0e049bb
1603429514,17903,1995488,39fyTJtMgRpyjuyfQbnLDngitdRfiPEJfp,2b1604faf557cf3c756936f6efc005bbda56bf0cc0288ed944ef1eeab0e049bb
1603429514,18889,1995488,3LFan9x2Tnja2efhhSXyoPd27eR3zaEVYd,2b1604faf557cf3c756936f6efc005bbda56bf0cc0288ed944ef1eeab0e049bb
1603429514,17845,1995488,1EeW3RU5PfDb4Cb633SCingNwPW3Unjtg4,2b1604faf557cf3c756936f6efc005bbda56bf0cc0288ed944ef1eeab0e049bb
1603580591,17860,40762,bc1qu6un0gfnun97ze3y7tenems2t6zglp6tpqcyaw,976225b6a43900c6041577bf226d3e03b05e806e86eca0c376f84850d7e2640e
1603580787,18281,106995488,1BQJ47cAmk9WUwzDFrz9pXtAgJ1G9psbYA,6c1ab648837036011e72ed6d706b53d05a50b9cf8a7ec8303e74ef3a8657c657
1603580920,17000,17889717,383JWCnjeWDm4UHPVPHZhF94a74F5pyiHM,3f4f497d812cbebb11bf8a950046485d1ec24b96ea1fcbfebe3abd6558929d1c
1603581010,17258,44262822,14uJnKmiSZSeNuENezbB2xP6GQQ31xdeK7,635aca292d1453a2b1c90d123001af86b7414e74d14d472bc05160a10e285453
1603580722,18478,247498,1Q91VSfCJ3mtFPAsRgAc4C5bbYuGF9xwbL,1da28cfc75e7b69dc964b0859a4e72821f2458b6ab4f6c50c74077203407eb9c
1603580695,18576,4675316,16R6ZAvsyJAbr33zkvUfLddbvUWW6gSggs,1cadb6ebb81f9966ef1427cf695e7500c81a3cc4d7cde54632c779ab2871bc52
1603581023,18614,19762,3CBvfevT15mDLnnS5bTdoDnb7NvPK3wQUa,61bccff4736b3139a75268a76a391be6495a3083b591e224ad66d78544b6d63e
1603580611,17042,17042,3Ls4EWy134VDFeeMRHhCEG459K3GjXLZXK,a81c56c504f5840b6198b49800cc4e75250e5c1a4900e833e6fad332989c2cf9
1603580761,17892,96522,17TAJTrKrEy2mV819ryqLgY9ZSVdysMckn,96f68b73cbefc87b18acfa4093d829c0095a92ff0db9642fc300842bfd2d83dc
1603442154,17040,89498,1HADnnmUEx3kELAMZG42RK5FX3Hvnk6WMe,0d122f2f3c8e8dcb7c5f0d132a5360f0717da3f24b088e84b0d158c85de60637
1603445089,18503,129108,1HD5PXL33oF9rBD5HSEjgfFxagtNwPumXd,60b65348a128a84c4f1e7c11ae2f07a326efe34f0219b4387ffa068da739e29c
1603359390,17404,406429,1JmTNLnNncWuHcj2tFbubWwpm8nQVy2fJt,6b03c7e9e290435997d3286012a644f391bf2d323fd40750438e96d0a7e41fc4
1603471384,17696,156682,3ETUzBDhPERwRrvWxFkrrFx9Vr2s8dKBdH,5001a709bca199a4824b6c798b04dbf1f0804493ceac43b354433c98279db27c
1603471384,17726,118955,32GX4cT7WTSr8kCUtfWAJ4tTxVxmGr7JWM,4b26058c9f38aaeff411b9dfc23d2ce74c568b1091251bb532e756bbcc633b7e
1603399514,18015,252414,3FhUecBjQ47L1xGfTVX2e2ZRmjbDTay1u2,004bd819c64796a2062573c3a7cc975347718f87bbe817a6ae0fad377c6c5cb9
1603445394,17279,231456,bc1qecynv0ajm5dytfupdg964v2ful7s58hjymtfr4,0f0251192b4f59693860435ff4f7e8c66174bb983c5a17dc9d1285adb934eafe
1603581121,17661,17661,1DkkPPBdfFdyhCXG32DG7ccsAF2bq8pfNt,1cd3038ad82a578cfd4c6a1acfa30a1dbc7a371b16945890fcc4135b718de769
1603572732,18025,18788,bc1q87x0u62hvwevlln4efwl0a320uwj8lszg9m4ur,46b06681a9963233ba44f739648ecdf4bd86b94afeff4df94c844d056b2cf621
1603451420,18635,80018635,12MHQ6MBG5E6Zk3DSEBCSFecofh7GbfPeD,8db1de40aae2555ff88879350587d15ece65a2e0d5fc23cef0b8fece356dfad5
1603525375,17453,2839393,36vbMHJdb3FXvJFPR6p8g2PQ4ahFPCBZUY,ad7f4a5946b941458d1210c2c2b92dc45cf89a09fbd5cc12806d5769491f4077
1603456985,17508,17508,1AVD9MyGhFuAcuDxujWsAMxfJLrZMKjgUK,32ee0f5ef486992075ad2b78d611ee69b195bdb8359af6f9fadbae2ea8d37e15
1603377578,18208,29829,139n8csHSH9wmSvXJyKYq1A6y5TQrNU5nP,ca17364b3dd8e9861bcc567ff4fb75592c7f5b02fbaca524bf0767d888cc9d3f
1603442053,17033,132278,1CAw6gkMpusBQ7Adk7xvBsBfWErWbCYRt1,953a29bb58a58cfc4575e80bad08417c68286bd55299a4de966ff328b7db1d78
1603332796,18363,506038,36CQ2zPY1i4ziap53xZFz56waB4845VhHn,b2f30f8b5598782ab7bfbd26db78f96cbf9f259fbdfe317a9137e0349477e3cf
1603333264,17133,17133,3C686GYE6xPYvEbXvZQYztvmUz8o1dNen2,b947cc7c26ac4c8f048903e96d63c9b7f3f365d565d8f0c208e8fefce5dba623
1603378321,17582,118882,bc1ql40xddm0mwucdec3pqxra8wglxrf5ylzgwvexf,42196c9e1f408031dd28e91ae65e71c930cee10f15f4bf734885c91a2ebb212e
1603581667,18853,366316401,3D4ZTrDQ5GpLm4UD3sRTLsQNtB7hH8Lejg,44c6fff3ac0474865e5c8f7fe833122d51dd2bf57f93f81b657e1df3c6bea3a7
